series_desc,series_id,base_weight,year
Tenants' and household insurance,CUUR0000SEHD,0.371,1998
Tenants' and household insurance,CUUR0000SEHD,0.37,1999
Tenants' and household insurance,CUUR0000SEHD,0.366,2000
Tenants' and household insurance,CUUR0000SEHD,0.353,2001
Tenants' and household insurance,CUUR0000SEHD,0.365,2002
Tenants' and household insurance,CUUR0000SEHD,0.385,2003
Tenants' and household insurance,CUUR0000SEHD,0.387,2004
Tenants' and household insurance,CUUR0000SEHD,0.375,2005
Tenants' and household insurance,CUUR0000SEHD,0.369,2006
Tenants' and household insurance,CUUR0000SEHD,0.325,2007
Tenants' and household insurance,CUUR0000SEHD,0.333,2008
Tenants' and household insurance,CUUR0000SEHD,0.347,2009
Tenants' and household insurance,CUUR0000SEHD,0.349,2010
Tenants' and household insurance,CUUR0000SEHD,0.348,2011
Tenants' and household insurance,CUUR0000SEHD,0.354,2012
Tenants' and household insurance,CUUR0000SEHD,0.358,2013
Tenants' and household insurance,CUUR0000SEHD,0.375,2014
Tenants' and household insurance,CUUR0000SEHD,0.35,2015
Tenants' and household insurance,CUUR0000SEHD,0.343,2016
Tenants' and household insurance,CUUR0000SEHD,0.375,2017
Tenants' and household insurance,CUUR0000SEHD,0.375,2018
Tenants' and household insurance,CUUR0000SEHD,0.371,2019
Tenants' and household insurance,CUUR0000SEHD,0.366,2020
Tenants' and household insurance,CUUR0000SEHD,0.383,2021
Tenants' and household insurance,CUUR0000SEHD,0.376,2022
Tenants' and household insurance,CUUR0000SEHD,0.413,2023
Fuel oil and other fuels,CUUR0000SEHE,0.227,1998
Fuel oil and other fuels,CUUR0000SEHE,0.273,1999
Fuel oil and other fuels,CUUR0000SEHE,0.361,2000
Fuel oil and other fuels,CUUR0000SEHE,0.188,2001
Fuel oil and other fuels,CUUR0000SEHE,0.205,2002
Fuel oil and other fuels,CUUR0000SEHE,0.231,2003
Fuel oil and other fuels,CUUR0000SEHE,0.3,2004
Fuel oil and other fuels,CUUR0000SEHE,0.339,2005
Fuel oil and other fuels,CUUR0000SEHE,0.338,2006
Fuel oil and other fuels,CUUR0000SEHE,0.351,2007
Fuel oil and other fuels,CUUR0000SEHE,0.301,2008
Fuel oil and other fuels,CUUR0000SEHE,0.276,2009
Fuel oil and other fuels,CUUR0000SEHE,0.309,2010
Fuel oil and other fuels,CUUR0000SEHE,0.343,2011
Fuel oil and other fuels,CUUR0000SEHE,0.332,2012
Fuel oil and other fuels,CUUR0000SEHE,0.275,2013
Fuel oil and other fuels,CUUR0000SEHE,0.236,2014
Fuel oil and other fuels,CUUR0000SEHE,0.18,2015
Fuel oil and other fuels,CUUR0000SEHE,0.19,2016
Fuel oil and other fuels,CUUR0000SEHE,0.186,2017
Fuel oil and other fuels,CUUR0000SEHE,0.185,2018
Fuel oil and other fuels,CUUR0000SEHE,0.17,2019
Fuel oil and other fuels,CUUR0000SEHE,0.145,2020
Fuel oil and other fuels,CUUR0000SEHE,0.192,2021
Fuel oil and other fuels,CUUR0000SEHE,0.215,2022
Fuel oil and other fuels,CUUR0000SEHE,0.167,2023
Energy services,CUUR0000SEHF,3.574,1998
Energy services,CUUR0000SEHF,3.521,1999
Energy services,CUUR0000SEHF,3.838,2000
Energy services,CUUR0000SEHF,3.466,2001
Energy services,CUUR0000SEHF,3.399,2002
Energy services,CUUR0000SEHF,3.599,2003
Energy services,CUUR0000SEHF,3.722,2004
Energy services,CUUR0000SEHF,4.155,2005
Energy services,CUUR0000SEHF,4.029,2006
Energy services,CUUR0000SEHF,3.864,2007
Energy services,CUUR0000SEHF,4.159,2008
Energy services,CUUR0000SEHF,3.752,2009
Energy services,CUUR0000SEHF,3.691,2010
Energy services,CUUR0000SEHF,3.873,2011
Energy services,CUUR0000SEHF,3.767,2012
Energy services,CUUR0000SEHF,3.705,2013
Energy services,CUUR0000SEHF,3.815,2014
Energy services,CUUR0000SEHF,3.588,2015
Energy services,CUUR0000SEHF,3.592,2016
Energy services,CUUR0000SEHF,3.419,2017
Energy services,CUUR0000SEHF,3.4,2018
Energy services,CUUR0000SEHF,3.096,2019
Energy services,CUUR0000SEHF,3.135,2020
Energy services,CUUR0000SEHF,3.334,2021
Energy services,CUUR0000SEHF,3.431,2022
Energy services,CUUR0000SEHF,3.116,2023
Water and sewer and trash collection services,CUUR0000SEHG,0.934,1998
Water and sewer and trash collection services,CUUR0000SEHG,0.928,1999
Water and sewer and trash collection services,CUUR0000SEHG,0.924,2000
Water and sewer and trash collection services,CUUR0000SEHG,0.857,2001
Water and sewer and trash collection services,CUUR0000SEHG,0.864,2002
Water and sewer and trash collection services,CUUR0000SEHG,0.91,2003
Water and sewer and trash collection services,CUUR0000SEHG,0.93,2004
Water and sewer and trash collection services,CUUR0000SEHG,0.877,2005
Water and sewer and trash collection services,CUUR0000SEHG,0.897,2006
Water and sewer and trash collection services,CUUR0000SEHG,0.913,2007
Water and sewer and trash collection services,CUUR0000SEHG,0.971,2008
Water and sewer and trash collection services,CUUR0000SEHG,1.052,2009
Water and sewer and trash collection services,CUUR0000SEHG,1.095,2010
Water and sewer and trash collection services,CUUR0000SEHG,1.156,2011
Water and sewer and trash collection services,CUUR0000SEHG,1.201,2012
Water and sewer and trash collection services,CUUR0000SEHG,1.177,2013
Water and sewer and trash collection services,CUUR0000SEHG,1.222,2014
Water and sewer and trash collection services,CUUR0000SEHG,1.157,2015
Water and sewer and trash collection services,CUUR0000SEHG,1.172,2016
Water and sewer and trash collection services,CUUR0000SEHG,1.074,2017
Water and sewer and trash collection services,CUUR0000SEHG,1.101,2018
Water and sewer and trash collection services,CUUR0000SEHG,1.083,2019
Water and sewer and trash collection services,CUUR0000SEHG,1.107,2020
Water and sewer and trash collection services,CUUR0000SEHG,1.111,2021
Water and sewer and trash collection services,CUUR0000SEHG,1.056,2022
Water and sewer and trash collection services,CUUR0000SEHG,1.086,2023
Video and audio,CUUR0000SERA,1.748,1998
Video and audio,CUUR0000SERA,1.691,1999
Video and audio,CUUR0000SERA,1.646,2000
Video and audio,CUUR0000SERA,1.645,2001
Video and audio,CUUR0000SERA,1.638,2002
Video and audio,CUUR0000SERA,1.736,2003
Video and audio,CUUR0000SERA,1.691,2004
Video and audio,CUUR0000SERA,1.783,2005
Video and audio,CUUR0000SERA,1.719,2006
Video and audio,CUUR0000SERA,1.843,2007
Video and audio,CUUR0000SERA,1.822,2008
Video and audio,CUUR0000SERA,1.894,2009
Video and audio,CUUR0000SERA,1.816,2010
Video and audio,CUUR0000SERA,1.924,2011
Video and audio,CUUR0000SERA,1.897,2012
Video and audio,CUUR0000SERA,1.867,2013
Video and audio,CUUR0000SERA,1.847,2014
Video and audio,CUUR0000SERA,1.856,2015
Video and audio,CUUR0000SERA,1.846,2016
Video and audio,CUUR0000SERA,1.853,2017
Video and audio,CUUR0000SERA,1.817,2018
Video and audio,CUUR0000SERA,1.518,2019
Video and audio,CUUR0000SERA,1.537,2020
Video and audio,CUUR0000SERA,1.471,2021
Video and audio,CUUR0000SERA,1.266,2022
Video and audio,CUUR0000SERA,1.19,2023
"Pets, pet products and services",CUUR0000SERB,0.666,1998
"Pets, pet products and services",CUUR0000SERB,0.661,1999
"Pets, pet products and services",CUUR0000SERB,0.658,2000
"Pets, pet products and services",CUUR0000SERB,0.711,2001
"Pets, pet products and services",CUUR0000SERB,0.71,2002
"Pets, pet products and services",CUUR0000SERB,0.594,2003
"Pets, pet products and services",CUUR0000SERB,0.6,2004
"Pets, pet products and services",CUUR0000SERB,0.64,2005
"Pets, pet products and services",CUUR0000SERB,0.646,2006
"Pets, pet products and services",CUUR0000SERB,0.722,2007
"Pets, pet products and services",CUUR0000SERB,0.792,2008
"Pets, pet products and services",CUUR0000SERB,1.145,2009
"Pets, pet products and services",CUUR0000SERB,1.141,2010
"Pets, pet products and services",CUUR0000SERB,1.101,2011
"Pets, pet products and services",CUUR0000SERB,1.099,2012
"Pets, pet products and services",CUUR0000SERB,1.053,2013
"Pets, pet products and services",CUUR0000SERB,1.058,2014
"Pets, pet products and services",CUUR0000SERB,0.962,2015
"Pets, pet products and services",CUUR0000SERB,0.955,2016
"Pets, pet products and services",CUUR0000SERB,1.017,2017
"Pets, pet products and services",CUUR0000SERB,1.022,2018
"Pets, pet products and services",CUUR0000SERB,1.203,2019
"Pets, pet products and services",CUUR0000SERB,1.192,2020
"Pets, pet products and services",CUUR0000SERB,1.058,2021
"Pets, pet products and services",CUUR0000SERB,1.205,2022
"Pets, pet products and services",CUUR0000SERB,1.055,2023
Sporting goods,CUUR0000SERC,0.482,1998
Sporting goods,CUUR0000SERC,0.456,1999
Sporting goods,CUUR0000SERC,0.444,2000
Sporting goods,CUUR0000SERC,0.628,2001
Sporting goods,CUUR0000SERC,0.605,2002
Sporting goods,CUUR0000SERC,0.644,2003
Sporting goods,CUUR0000SERC,0.616,2004
Sporting goods,CUUR0000SERC,0.682,2005
Sporting goods,CUUR0000SERC,0.674,2006
Sporting goods,CUUR0000SERC,0.586,2007
Sporting goods,CUUR0000SERC,0.603,2008
Sporting goods,CUUR0000SERC,0.613,2009
Sporting goods,CUUR0000SERC,0.601,2010
Sporting goods,CUUR0000SERC,0.464,2011
Sporting goods,CUUR0000SERC,0.461,2012
Sporting goods,CUUR0000SERC,0.412,2013
Sporting goods,CUUR0000SERC,0.4,2014
Sporting goods,CUUR0000SERC,0.446,2015
Sporting goods,CUUR0000SERC,0.431,2016
Sporting goods,CUUR0000SERC,0.502,2017
Sporting goods,CUUR0000SERC,0.505,2018
Sporting goods,CUUR0000SERC,0.597,2019
Sporting goods,CUUR0000SERC,0.604,2020
Sporting goods,CUUR0000SERC,0.564,2021
Sporting goods,CUUR0000SERC,0.764,2022
Sporting goods,CUUR0000SERC,0.648,2023
Photography,CUUR0000SERD,0.259,1998
Photography,CUUR0000SERD,0.252,1999
Photography,CUUR0000SERD,0.244,2000
Photography,CUUR0000SERD,0.241,2001
Photography,CUUR0000SERD,0.231,2002
Photography,CUUR0000SERD,0.226,2003
Photography,CUUR0000SERD,0.212,2004
Photography,CUUR0000SERD,0.181,2005
Photography,CUUR0000SERD,0.168,2006
Photography,CUUR0000SERD,0.164,2007
Photography,CUUR0000SERD,0.161,2008
Photography,CUUR0000SERD,0.167,2009
Photography,CUUR0000SERD,0.158,2010
Photography,CUUR0000SERD,0.115,2011
Photography,CUUR0000SERD,0.109,2012
Photography,CUUR0000SERD,0.121,2013
Photography,CUUR0000SERD,0.12,2014
Photography,CUUR0000SERD,0.089,2015
Photography,CUUR0000SERD,0.089,2016
Photography,CUUR0000SERD,0.075,2017
Photography,CUUR0000SERD,0.073,2018
Photography,CUUR0000SERD,0.07,2019
Photography,CUUR0000SERD,0.071,2020
Photography,CUUR0000SERD,0.051,2021
Photography,CUUR0000SERD,0.061,2022
Photography,CUUR0000SERD,0.077,2023
Other recreational goods,CUUR0000SERE,0.558,1998
Other recreational goods,CUUR0000SERE,0.507,1999
Other recreational goods,CUUR0000SERE,0.478,2000
Other recreational goods,CUUR0000SERE,0.497,2001
Other recreational goods,CUUR0000SERE,0.449,2002
Other recreational goods,CUUR0000SERE,0.458,2003
Other recreational goods,CUUR0000SERE,0.425,2004
Other recreational goods,CUUR0000SERE,0.403,2005
Other recreational goods,CUUR0000SERE,0.381,2006
Other recreational goods,CUUR0000SERE,0.37,2007
Other recreational goods,CUUR0000SERE,0.354,2008
Other recreational goods,CUUR0000SERE,0.485,2009
Other recreational goods,CUUR0000SERE,0.461,2010
Other recreational goods,CUUR0000SERE,0.473,2011
Other recreational goods,CUUR0000SERE,0.446,2012
Other recreational goods,CUUR0000SERE,0.399,2013
Other recreational goods,CUUR0000SERE,0.381,2014
Other recreational goods,CUUR0000SERE,0.403,2015
Other recreational goods,CUUR0000SERE,0.366,2016
Other recreational goods,CUUR0000SERE,0.355,2017
Other recreational goods,CUUR0000SERE,0.324,2018
Other recreational goods,CUUR0000SERE,0.374,2019
Other recreational goods,CUUR0000SERE,0.356,2020
Other recreational goods,CUUR0000SERE,0.384,2021
Other recreational goods,CUUR0000SERE,0.44,2022
Other recreational goods,CUUR0000SERE,0.356,2023
Recreation services,CUUR0000SERF,1.806,1998
Recreation services,CUUR0000SERF,1.851,1999
Recreation services,CUUR0000SERF,1.86,2000
Recreation services,CUUR0000SERF,1.861,2001
Recreation services,CUUR0000SERF,1.875,2002
Recreation services,CUUR0000SERF,1.84,2003
Recreation services,CUUR0000SERF,1.819,2004
Recreation services,CUUR0000SERF,1.631,2005
Recreation services,CUUR0000SERF,1.651,2006
Recreation services,CUUR0000SERF,1.697,2007
Recreation services,CUUR0000SERF,1.735,2008
Recreation services,CUUR0000SERF,1.872,2009
Recreation services,CUUR0000SERF,1.86,2010
Recreation services,CUUR0000SERF,1.742,2011
Recreation services,CUUR0000SERF,1.753,2012
Recreation services,CUUR0000SERF,1.723,2013
Recreation services,CUUR0000SERF,1.724,2014
Recreation services,CUUR0000SERF,1.824,2015
Recreation services,CUUR0000SERF,1.824,2016
Recreation services,CUUR0000SERF,1.82,2017
Recreation services,CUUR0000SERF,1.836,2018
Recreation services,CUUR0000SERF,1.942,2019
Recreation services,CUUR0000SERF,1.916,2020
Recreation services,CUUR0000SERF,1.483,2021
Recreation services,CUUR0000SERF,1.536,2022
Recreation services,CUUR0000SERF,1.878,2023
Recreational reading materials,CUUR0000SERG,0.601,1998
Recreational reading materials,CUUR0000SERG,0.59,1999
Recreational reading materials,CUUR0000SERG,0.578,2000
Recreational reading materials,CUUR0000SERG,0.436,2001
Recreational reading materials,CUUR0000SERG,0.435,2002
Recreational reading materials,CUUR0000SERG,0.375,2003
Recreational reading materials,CUUR0000SERG,0.371,2004
Recreational reading materials,CUUR0000SERG,0.318,2005
Recreational reading materials,CUUR0000SERG,0.312,2006
Recreational reading materials,CUUR0000SERG,0.265,2007
Recreational reading materials,CUUR0000SERG,0.274,2008
Recreational reading materials,CUUR0000SERG,0.261,2009
Recreational reading materials,CUUR0000SERG,0.256,2010
Recreational reading materials,CUUR0000SERG,0.224,2011
Recreational reading materials,CUUR0000SERG,0.226,2012
Recreational reading materials,CUUR0000SERG,0.216,2013
Recreational reading materials,CUUR0000SERG,0.22,2014
Recreational reading materials,CUUR0000SERG,0.155,2015
Recreational reading materials,CUUR0000SERG,0.153,2016
Recreational reading materials,CUUR0000SERG,0.113,2017
Recreational reading materials,CUUR0000SERG,0.116,2018
Recreational reading materials,CUUR0000SERG,0.117,2019
Recreational reading materials,CUUR0000SERG,0.12,2020
Recreational reading materials,CUUR0000SERG,0.097,2021
Recreational reading materials,CUUR0000SERG,0.114,2022
Recreational reading materials,CUUR0000SERG,0.102,2023
New and used motor vehicles,CUUR0000SETA,7.843,1998
New and used motor vehicles,CUUR0000SETA,7.652,1999
New and used motor vehicles,CUUR0000SETA,7.477,2000
New and used motor vehicles,CUUR0000SETA,8.614,2001
New and used motor vehicles,CUUR0000SETA,8.17,2002
New and used motor vehicles,CUUR0000SETA,7.912,2003
New and used motor vehicles,CUUR0000SETA,7.744,2004
New and used motor vehicles,CUUR0000SETA,7.858,2005
New and used motor vehicles,CUUR0000SETA,7.581,2006
New and used motor vehicles,CUUR0000SETA,7.191,2007
New and used motor vehicles,CUUR0000SETA,6.931,2008
New and used motor vehicles,CUUR0000SETA,6.386,2009
New and used motor vehicles,CUUR0000SETA,6.333,2010
New and used motor vehicles,CUUR0000SETA,5.651,2011
New and used motor vehicles,CUUR0000SETA,5.551,2012
New and used motor vehicles,CUUR0000SETA,5.815,2013
New and used motor vehicles,CUUR0000SETA,5.72,2014
New and used motor vehicles,CUUR0000SETA,6.604,2015
New and used motor vehicles,CUUR0000SETA,6.403,2016
New and used motor vehicles,CUUR0000SETA,7.08,2017
New and used motor vehicles,CUUR0000SETA,7.005,2018
New and used motor vehicles,CUUR0000SETA,7.277,2019
New and used motor vehicles,CUUR0000SETA,7.525,2020
New and used motor vehicles,CUUR0000SETA,9.218,2021
New and used motor vehicles,CUUR0000SETA,8.083,2022
New and used motor vehicles,CUUR0000SETA,6.42,2023
Motor fuel,CUUR0000SETB,2.493,1998
Motor fuel,CUUR0000SETB,3.16,1999
Motor fuel,CUUR0000SETB,3.482,2000
Motor fuel,CUUR0000SETB,2.564,2001
Motor fuel,CUUR0000SETB,3.119,2002
Motor fuel,CUUR0000SETB,3.249,2003
Motor fuel,CUUR0000SETB,3.969,2004
Motor fuel,CUUR0000SETB,4.191,2005
Motor fuel,CUUR0000SETB,4.347,2006
Motor fuel,CUUR0000SETB,5.482,2007
Motor fuel,CUUR0000SETB,3.164,2008
Motor fuel,CUUR0000SETB,4.525,2009
Motor fuel,CUUR0000SETB,5.079,2010
Motor fuel,CUUR0000SETB,5.463,2011
Motor fuel,CUUR0000SETB,5.462,2012
Motor fuel,CUUR0000SETB,5.065,2013
Motor fuel,CUUR0000SETB,3.979,2014
Motor fuel,CUUR0000SETB,3.048,2015
Motor fuel,CUUR0000SETB,3.257,2016
Motor fuel,CUUR0000SETB,3.908,2017
Motor fuel,CUUR0000SETB,3.762,2018
Motor fuel,CUUR0000SETB,3.44,2019
Motor fuel,CUUR0000SETB,2.875,2020
Motor fuel,CUUR0000SETB,3.822,2021
Motor fuel,CUUR0000SETB,3.275,2022
Motor fuel,CUUR0000SETB,3.372,2023
Motor vehicle parts and equipment,CUUR0000SETC,0.549,1998
Motor vehicle parts and equipment,CUUR0000SETC,0.533,1999
Motor vehicle parts and equipment,CUUR0000SETC,0.527,2000
Motor vehicle parts and equipment,CUUR0000SETC,0.421,2001
Motor vehicle parts and equipment,CUUR0000SETC,0.416,2002
Motor vehicle parts and equipment,CUUR0000SETC,0.369,2003
Motor vehicle parts and equipment,CUUR0000SETC,0.364,2004
Motor vehicle parts and equipment,CUUR0000SETC,0.362,2005
Motor vehicle parts and equipment,CUUR0000SETC,0.37,2006
Motor vehicle parts and equipment,CUUR0000SETC,0.356,2007
Motor vehicle parts and equipment,CUUR0000SETC,0.382,2008
Motor vehicle parts and equipment,CUUR0000SETC,0.401,2009
Motor vehicle parts and equipment,CUUR0000SETC,0.408,2010
Motor vehicle parts and equipment,CUUR0000SETC,0.438,2011
Motor vehicle parts and equipment,CUUR0000SETC,0.434,2012
Motor vehicle parts and equipment,CUUR0000SETC,0.441,2013
Motor vehicle parts and equipment,CUUR0000SETC,0.435,2014
Motor vehicle parts and equipment,CUUR0000SETC,0.396,2015
Motor vehicle parts and equipment,CUUR0000SETC,0.384,2016
Motor vehicle parts and equipment,CUUR0000SETC,0.382,2017
Motor vehicle parts and equipment,CUUR0000SETC,0.383,2018
Motor vehicle parts and equipment,CUUR0000SETC,0.397,2019
Motor vehicle parts and equipment,CUUR0000SETC,0.393,2020
Motor vehicle parts and equipment,CUUR0000SETC,0.423,2021
Motor vehicle parts and equipment,CUUR0000SETC,0.491,2022
Motor vehicle parts and equipment,CUUR0000SETC,0.469,2023
Motor vehicle maintenance and repair,CUUR0000SETD,1.624,1998
Motor vehicle maintenance and repair,CUUR0000SETD,1.622,1999
Motor vehicle maintenance and repair,CUUR0000SETD,1.623,2000
Motor vehicle maintenance and repair,CUUR0000SETD,1.4,2001
Motor vehicle maintenance and repair,CUUR0000SETD,1.418,2002
Motor vehicle maintenance and repair,CUUR0000SETD,1.349,2003
Motor vehicle maintenance and repair,CUUR0000SETD,1.341,2004
Motor vehicle maintenance and repair,CUUR0000SETD,1.131,2005
Motor vehicle maintenance and repair,CUUR0000SETD,1.145,2006
Motor vehicle maintenance and repair,CUUR0000SETD,1.123,2007
Motor vehicle maintenance and repair,CUUR0000SETD,1.188,2008
Motor vehicle maintenance and repair,CUUR0000SETD,1.167,2009
Motor vehicle maintenance and repair,CUUR0000SETD,1.172,2010
Motor vehicle maintenance and repair,CUUR0000SETD,1.155,2011
Motor vehicle maintenance and repair,CUUR0000SETD,1.149,2012
Motor vehicle maintenance and repair,CUUR0000SETD,1.153,2013
Motor vehicle maintenance and repair,CUUR0000SETD,1.168,2014
Motor vehicle maintenance and repair,CUUR0000SETD,1.167,2015
Motor vehicle maintenance and repair,CUUR0000SETD,1.165,2016
Motor vehicle maintenance and repair,CUUR0000SETD,1.123,2017
Motor vehicle maintenance and repair,CUUR0000SETD,1.128,2018
Motor vehicle maintenance and repair,CUUR0000SETD,1.077,2019
Motor vehicle maintenance and repair,CUUR0000SETD,1.099,2020
Motor vehicle maintenance and repair,CUUR0000SETD,1.038,2021
Motor vehicle maintenance and repair,CUUR0000SETD,1.104,2022
Motor vehicle maintenance and repair,CUUR0000SETD,1.233,2023
Motor vehicle insurance,CUUR0000SETE,2.502,1998
Motor vehicle insurance,CUUR0000SETE,2.45,1999
Motor vehicle insurance,CUUR0000SETE,2.413,2000
Motor vehicle insurance,CUUR0000SETE,2.288,2001
Motor vehicle insurance,CUUR0000SETE,2.436,2002
Motor vehicle insurance,CUUR0000SETE,2.466,2003
Motor vehicle insurance,CUUR0000SETE,2.47,2004
Motor vehicle insurance,CUUR0000SETE,2.301,2005
Motor vehicle insurance,CUUR0000SETE,2.261,2006
Motor vehicle insurance,CUUR0000SETE,1.966,2007
Motor vehicle insurance,CUUR0000SETE,2.042,2008
Motor vehicle insurance,CUUR0000SETE,2.492,2009
Motor vehicle insurance,CUUR0000SETE,2.563,2010
Motor vehicle insurance,CUUR0000SETE,2.426,2011
Motor vehicle insurance,CUUR0000SETE,2.497,2012
Motor vehicle insurance,CUUR0000SETE,2.213,2013
Motor vehicle insurance,CUUR0000SETE,2.3,2014
Motor vehicle insurance,CUUR0000SETE,2.379,2015
Motor vehicle insurance,CUUR0000SETE,2.494,2016
Motor vehicle insurance,CUUR0000SETE,2.352,2017
Motor vehicle insurance,CUUR0000SETE,2.415,2018
Motor vehicle insurance,CUUR0000SETE,1.701,2019
Motor vehicle insurance,CUUR0000SETE,1.598,2020
Motor vehicle insurance,CUUR0000SETE,2.383,2021
Motor vehicle insurance,CUUR0000SETE,2.511,2022
Motor vehicle insurance,CUUR0000SETE,2.794,2023
Motor vehicle fees,CUUR0000SETF,0.642,1998
Motor vehicle fees,CUUR0000SETF,0.634,1999
Motor vehicle fees,CUUR0000SETF,0.634,2000
Motor vehicle fees,CUUR0000SETF,0.558,2001
Motor vehicle fees,CUUR0000SETF,0.563,2002
Motor vehicle fees,CUUR0000SETF,0.472,2003
Motor vehicle fees,CUUR0000SETF,0.496,2004
Motor vehicle fees,CUUR0000SETF,0.485,2005
Motor vehicle fees,CUUR0000SETF,0.484,2006
Motor vehicle fees,CUUR0000SETF,0.465,2007
Motor vehicle fees,CUUR0000SETF,0.482,2008
Motor vehicle fees,CUUR0000SETF,0.527,2009
Motor vehicle fees,CUUR0000SETF,0.526,2010
Motor vehicle fees,CUUR0000SETF,0.561,2011
Motor vehicle fees,CUUR0000SETF,0.563,2012
Motor vehicle fees,CUUR0000SETF,0.567,2013
Motor vehicle fees,CUUR0000SETF,0.565,2014
Motor vehicle fees,CUUR0000SETF,0.53,2015
Motor vehicle fees,CUUR0000SETF,0.529,2016
Motor vehicle fees,CUUR0000SETF,0.538,2017
Motor vehicle fees,CUUR0000SETF,0.543,2018
Motor vehicle fees,CUUR0000SETF,0.573,2019
Motor vehicle fees,CUUR0000SETF,0.565,2020
Motor vehicle fees,CUUR0000SETF,0.521,2021
Motor vehicle fees,CUUR0000SETF,0.495,2022
Motor vehicle fees,CUUR0000SETF,0.54,2023
Public transportation,CUUR0000SETG,1.346,1998
Public transportation,CUUR0000SETG,1.4,1999
Public transportation,CUUR0000SETG,1.41,2000
Public transportation,CUUR0000SETG,1.211,2001
Public transportation,CUUR0000SETG,1.172,2002
Public transportation,CUUR0000SETG,1.064,2003
Public transportation,CUUR0000SETG,1.029,2004
Public transportation,CUUR0000SETG,1.087,2005
Public transportation,CUUR0000SETG,1.06,2006
Public transportation,CUUR0000SETG,1.106,2007
Public transportation,CUUR0000SETG,1.125,2008
Public transportation,CUUR0000SETG,1.187,2009
Public transportation,CUUR0000SETG,1.227,2010
Public transportation,CUUR0000SETG,1.181,2011
Public transportation,CUUR0000SETG,1.189,2012
Public transportation,CUUR0000SETG,1.164,2013
Public transportation,CUUR0000SETG,1.122,2014
Public transportation,CUUR0000SETG,1.135,2015
Public transportation,CUUR0000SETG,1.086,2016
Public transportation,CUUR0000SETG,1.153,2017
Public transportation,CUUR0000SETG,1.113,2018
Public transportation,CUUR0000SETG,1.274,2019
Public transportation,CUUR0000SETG,1.105,2020
Public transportation,CUUR0000SETG,0.777,2021
Public transportation,CUUR0000SETG,0.785,2022
Public transportation,CUUR0000SETG,1.071,2023
Airline fare,CUUR0000SETG01,0.834,1998
Airline fare,CUUR0000SETG01,0.901,1999
Airline fare,CUUR0000SETG01,0.923,2000
Airline fare,CUUR0000SETG01,0.761,2001
Airline fare,CUUR0000SETG01,0.725,2002
Airline fare,CUUR0000SETG01,0.634,2003
Airline fare,CUUR0000SETG01,0.605,2004
Airline fare,CUUR0000SETG01,0.673,2005
Airline fare,CUUR0000SETG01,0.649,2006
Airline fare,CUUR0000SETG01,0.721,2007
Airline fare,CUUR0000SETG01,0.731,2008
Airline fare,CUUR0000SETG01,0.783,2009
Airline fare,CUUR0000SETG01,0.816,2010
Airline fare,CUUR0000SETG01,0.768,2011
Airline fare,CUUR0000SETG01,0.771,2012
Airline fare,CUUR0000SETG01,0.742,2013
Airline fare,CUUR0000SETG01,0.702,2014
Airline fare,CUUR0000SETG01,0.669,2015
Airline fare,CUUR0000SETG01,0.624,2016
Airline fare,CUUR0000SETG01,0.691,2017
Airline fare,CUUR0000SETG01,0.66,2018
Airline fare,CUUR0000SETG01,0.786,2019
Airline fare,CUUR0000SETG01,0.633,2020
Airline fare,CUUR0000SETG01,0.481,2021
Airline fare,CUUR0000SETG01,0.587,2022
Airline fare,CUUR0000SETG01,0.751,2023
Other intercity transportation,CUUR0000SETG02,0.185,1998
Other intercity transportation,CUUR0000SETG02,0.178,1999
Other intercity transportation,CUUR0000SETG02,0.169,2000
Other intercity transportation,CUUR0000SETG02,0.187,2001
Other intercity transportation,CUUR0000SETG02,0.186,2002
Other intercity transportation,CUUR0000SETG02,0.144,2003
Other intercity transportation,CUUR0000SETG02,0.137,2004
Other intercity transportation,CUUR0000SETG02,0.163,2005
Other intercity transportation,CUUR0000SETG02,0.163,2006
Other intercity transportation,CUUR0000SETG02,0.167,2007
Other intercity transportation,CUUR0000SETG02,0.166,2008
Other intercity transportation,CUUR0000SETG02,0.157,2009
Other intercity transportation,CUUR0000SETG02,0.159,2010
Other intercity transportation,CUUR0000SETG02,0.152,2011
Other intercity transportation,CUUR0000SETG02,0.151,2012
Other intercity transportation,CUUR0000SETG02,0.159,2013
Other intercity transportation,CUUR0000SETG02,0.157,2014
Other intercity transportation,CUUR0000SETG02,0.18,2015
Other intercity transportation,CUUR0000SETG02,0.18,2016
Other intercity transportation,CUUR0000SETG02,0.173,2017
Other intercity transportation,CUUR0000SETG02,0.167,2018
Other intercity transportation,CUUR0000SETG02,0.18,2019
Other intercity transportation,CUUR0000SETG02,0.182,2020
Other intercity transportation,CUUR0000SETG02,0.096,2021
Other intercity transportation,CUUR0000SETG02,0.049,2022
Other intercity transportation,CUUR0000SETG02,0.089,2023
Intracity transportation,CUUR0000SETG03,0.322,1998
Intracity transportation,CUUR0000SETG03,0.316,1999
Intracity transportation,CUUR0000SETG03,0.314,2000
Intracity transportation,CUUR0000SETG03,0.256,2001
Intracity transportation,CUUR0000SETG03,0.254,2002
Intracity transportation,CUUR0000SETG03,0.281,2003
Intracity transportation,CUUR0000SETG03,0.282,2004
Intracity transportation,CUUR0000SETG03,0.248,2005
Intracity transportation,CUUR0000SETG03,0.246,2006
Intracity transportation,CUUR0000SETG03,0.211,2007
Intracity transportation,CUUR0000SETG03,0.222,2008
